_id,classe,spell,pa,pm,wakfu,po,text,spell_type,sprite
5f04899fb024eeb5d8a745c3,feca,Rempart,3,0,0,1 - 3,"Inflige des dommages Terre. Lancé sur un allié, lui applique un bouclier Terre qui déclenchera un bonus défensif en début de tour du porteur.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2369.png
5f0489a4b024eeb5d8a745c4,feca,Bâton,5,0,0,1 - 4,"Inflige des dommages Terre. Lancé sur un allié, lui applique un bouclier Terre qui déclenchera un bonus offensif en début de tour du porteur.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2373.png
5f0489a4b024eeb5d8a745c5,feca,Immunité,5,0,0,1 - 4,"Inflige des dommages Terre. Lancé sur un allié, lui applique un bouclier Terre qui déclenchera un bonus offensif en début de tour du porteur.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5243.png
5f0489a5b024eeb5d8a745c6,feca,Trêve,0,0,true,false,"Pendant un tour, toutes les entités présentes en combat sont plus résistantes, les alliés comme les ennemis. Ce sort permet de temporiser en cas de situation difficile.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/665.png
5f0489a5b024eeb5d8a745c7,feca,Pacification,0,0,true,false,"Pendant un tour, toutes les entités présentes en combat sont plus résistantes, les alliés comme les ennemis. Ce sort permet de temporiser en cas de situation difficile.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2274.png
5f0489a6b024eeb5d8a745c8,feca,Provocation,0,0,true,1 - 6,"Ce sort fixe les dommages infligés de la cible à 30%. Cela peut augmenter ses capacités offensives ou bien les diminuer, selon la situation.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2273.png
5f0489a6b024eeb5d8a745c9,feca,Égide,0,0,true,1 - 6,"Ce sort fixe les dommages infligés de la cible à 30%. Cela peut augmenter ses capacités offensives ou bien les diminuer, selon la situation.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/634.png
5f0489a7b024eeb5d8a745ca,feca,Magnétisme,2,0,true,1 - 2,"Ce sort renforce significativement les défenses de l'allié ciblé. En revanche, il devient de plus en plus coûteux en fonction du nombre d'alliés ciblés par ce sort dans un même tour.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/1824.png
5f0489a7b024eeb5d8a745cb,feca,Armure de combat,2,0,true,1 - 2,"Ce sort renforce significativement les défenses de l'allié ciblé. En revanche, il devient de plus en plus coûteux en fonction du nombre d'alliés ciblés par ce sort dans un même tour.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2374.png
5f048aee96cc93cdf2af4d1c,feca,Boucliers élémentaires,0,0,0,false,Transforme les dommages du Féca en protections pour les alliés. Le Féca devient moins efficace offensivement.,spécialité,https://static.ankama.com/wakfu/portal/game/spell/7002.png
5f048aee96cc93cdf2af4d1d,feca,Expérience du terrain,0,0,0,false,Transforme les dommages du Féca en protections pour les alliés. Le Féca devient moins efficace offensivement.,spécialité,https://static.ankama.com/wakfu/portal/game/spell/2272.png
5f048aee96cc93cdf2af4d1e,feca,Berger,0,0,0,false,Le Féca améliore sa résistance aux attaques reçues au détriment de ses capacités de protection de ses alliés. Utile pour les Fécas solitaires !,spécialité,https://static.ankama.com/wakfu/portal/game/spell/7000.png
5f048aee96cc93cdf2af4d1f,feca,Glyphes persistants,0,0,0,false,Le Féca améliore sa résistance aux attaques reçues au détriment de ses capacités de protection de ses alliés. Utile pour les Fécas solitaires !,spécialité,https://static.ankama.com/wakfu/portal/game/spell/6999.png
5f048aef96cc93cdf2af4d20,feca,Oeil pour Oeil,0,0,0,false,"Les glyphes durent désormais deux tours, mais ils ne peuvent plus être fusionnés. Ce passif est utile lors de situations fixes, où lorsque les dommages des glyphes ne sont pas une priorité.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2324.png
5f048aef96cc93cdf2af4d21,feca,Peau rocheuse,0,0,0,false,"Les glyphes durent désormais deux tours, mais ils ne peuvent plus être fusionnés. Ce passif est utile lors de situations fixes, où lorsque les dommages des glyphes ne sont pas une priorité.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/6997.png
5f048aef96cc93cdf2af4d22,feca,Marché pacifiste,0,0,0,false,"Le Féca limite l'importance de ses capacités de support et décide de partir au front prendre des coups.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/866.png
5f048aef96cc93cdf2af4d23,feca,La meilleure défense est l’attaque,0,0,0,false,"Le Féca limite l'importance de ses capacités de support et décide de partir au front prendre des coups.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5245.png
5f048aef96cc93cdf2af4d24,feca,Glyphes élémentaires,0,0,0,false,"Ce passif récompense le Féca s'il attaque ses cibles à l'aide de dommages classiques.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5104.png
5f048af096cc93cdf2af4d25,feca,Glyphe augmenté,0,0,0,false,"Ce passif récompense le Féca s'il attaque ses cibles à l'aide de dommages classiques.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5244.png
5f048af096cc93cdf2af4d26,feca,Qui veut la paix prépare la guerre,0,0,0,false,"Les glyphes ont désormais une taille ""cercle de taille 2"", mais coûtent 3 PW au Féca pour être invoqués.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2295.png
5f048af096cc93cdf2af4d27,feca,Maître des boucliers,0,0,0,false,"Les glyphes ont désormais une taille ""cercle de taille 2"", mais coûtent 3 PW au Féca pour être invoqués.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/6691.png
5f048af196cc93cdf2af4d28,feca,Un pour tous,0,0,0,false,"Le Féca parvient à appliquer les effets de ses boucliers instantanément. En revanche, il doit attendre afin de les utiliser à nouveau.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2269.png
5f048af196cc93cdf2af4d29,feca,Ligne,0,0,0,false,"Le Féca parvient à appliquer les effets de ses boucliers instantanément. En revanche, il doit attendre afin de les utiliser à nouveau.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/6989.png
5f048af196cc93cdf2af4d2a,feca,Carapace d’épines,0,0,0,false,"La Portée des sorts Feu n'est pas modifiable à l'origine. Ce passif permet de retirer cette contrainte, mais ajoute une contrepartie de lancer en ligne.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/685.png
5f048afd96cc93cdf2af4d2b,osamodas,Corbac,3,0,0,2 - 5,Corbac est un petit sort facile à lancer et capable de passer au-dessus des obstacles. Pratique pour faire mal à l’adversaire tout en se cachant.,élementaire,https://static.ankama.com/wakfu/portal/game/spell/788.png
5f048b0796cc93cdf2af4d2c,osamodas,Jacasserie,3,0,0,2 - 3,"Jacasserie permet de blesser les ennemis en zone et tout en soignant son invocation. Il accorde un bonus aux soins à l'invocation. En Dragon, il permet de réduire la résistance aux coups critiques des cibles.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1755.png
5f048b0f96cc93cdf2af4d2d,osamodas,Cri du Kwak,2,0,0,1 - 3,"Imitant le cri strident du Kwak, l'Osamodas attaque en zone ses ennemis pour un coût moindre. Il apporte un bonus au tacle sur l'invocation. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/737.png
5f048b1896cc93cdf2af4d2e,osamodas,Rage du Mulou,4,0,0,2 - 4,"Invocant rage d'un mulou, l'Osamodas accorde un bonus aux dégâts finaux à son invocation la rendant beaucoup plus dangereuse. En Dragon, rage du mulou permet d'augmenter les dégâts d'une invocation fait sur les ennemis touchés.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/741.png
5f048b2196cc93cdf2af4d2f,osamodas,Coassement,5,0,0,1 - 3,"Un coassement animal qui a pour effet de motiver l'invocation en lui accordant un bonus de PA.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/735.png
5f048b2996cc93cdf2af4d30,osamodas,Slash du Sramva,6,0,true,1 - 4,"Le Slash de Sramva est une technique aggressive qui consiste à sauter dans la mêlée pour infliger des dégâts aux ennemis. Outre le fait de le lancer simplement sur les ennemis, l'Osamodas a su détourner cette technique pour envoyer son invocation au corps à corps d'un ennemi et infliger des dégâts en zone. En Dragon, l'Osamodas peut échanger de position avec son invocation si elle se trouve au corps à corps d'un ennemi pour augmenter encore plus ses dégâts. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/744.png
5f048b3496cc93cdf2af4d31,osamodas,Esprit du Crocodaille,2,0,0,1 - 3,"Imprégné de l'Esprit du Crocodaille, l'Osamodas soigne son invocation et lui accorde un bonus de parade. En Dragon, l'esprit offensif du Crocodaille permet de réduire les résistances de sa victime. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/724.png
5f048b3d96cc93cdf2af4d32,osamodas,Pince du Cwabtor,4,0,0,1 - 4,"La carapace du Cwabtor est connu pour être que difficilement pénétrable. Cette technique accorde une armure à chaque début de tour de l'invocation. En Dragon, elle permet de retirer des PM aux ennemis autour de l'Osamodas.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/719.png
5f048b4596cc93cdf2af4d33,osamodas,Force-Taure,5,0,0,1 - 3,"Une frappe brute à l'image bestiale d'un Taure. L'invocation voit ses résistances augmentées.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/723.png
5f048b4d96cc93cdf2af4d34,osamodas,Sillon du Phorreur,4,0,0,2 - 4,"La Résilience Animale accordée par ce sort permet d'augmenter l'efficacité des soins reçus par l'invocation. En Dragon, l'Osamodas se sert de son invocation placée à l'autre bout du sillon pour créer une réplique sismique et infliger plus de dégâts.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/722.png
5f048b5396cc93cdf2af4d35,osamodas,Frappe du Craqueleur,5,0,true,3 - 4,"Simulant une violente frappe d'un Craqueleur, l'Osamodas inflige des dégâts sur une large zone. Lorsqu'il est en Dragon, la même frappe de moindre effet est effectuée par son invocation. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/790.png
5f048b5a96cc93cdf2af4d36,osamodas,Aile de Scarafeuille,2,0,0,1 - 3,"Une attaque rapide imitant le mouvement des ailes d'un scarafeuille. Il permet de faciliter à une invocation de se détacler et de repousser la cible. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/731.png
5f048b6296cc93cdf2af4d37,osamodas,Fouet,3,0,0,3 - 4,"Un coup de fouet rapide qui augmentera les capacités de coups critiques de l'invocation. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1429.png
5f048b6c96cc93cdf2af4d38,osamodas,Sournoiserie de Bwork,3,0,0,2 - 4,"Une technique de diversion bien connue chez les Bworks. En Dragon, l'Osamodas retournera sa cible pour lui frapper dans le dos. Ce sort permet sinon d'augmenter les PM de l'invocation.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/1754.png
5f048b7596cc93cdf2af4d39,osamodas,Tornade de Plumes,4,0,true,3 - 4,"Une violente tornade de plumes qui permet de téléporter une invocation se trouvant au corps à corps d'ennemi dans une zone sécurisée tout en infligeant des dégâts. L'Osamodas Dragon pourra fuire également en échangeant de place avec son invocation. ",élementaire,https://static.ankama.com/wakfu/portal/game/spell/733.png
5f048b7596cc93cdf2af4d3a,osamodas,Dégobage,4,0,true,3 - 4,"Une violente tornade de plumes qui permet de téléporter une invocation se trouvant au corps à corps d'ennemi dans une zone sécurisée tout en infligeant des dégâts. L'Osamodas Dragon pourra fuire également en échangeant de place avec son invocation. ",spécialité,https://static.ankama.com/wakfu/portal/game/spell/787.png
5f048b7b96cc93cdf2af4d3b,osamodas,Gobgob,2,0,true,1 - 4,"L’Osamodas peut invoquer son Gobgob sur le terrain pour l'assister.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/730.png
5f048b7b96cc93cdf2af4d3c,osamodas,Symbiose,2,0,true,1 - 4,"L’Osamodas peut invoquer son Gobgob sur le terrain pour l'assister.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/746.png
5f048b7c96cc93cdf2af4d3d,osamodas,Lien Bestial,2,0,0,false,L’Osamodas est proche de son Gobgob au point de pouvoir fusionner avec : il bénéficie alors du Sang de Dragon qui coule dans ses veines et qui augmente considérablement sa puissance !,spécialité,https://static.ankama.com/wakfu/portal/game/spell/718.png
5f048b7c96cc93cdf2af4d3e,osamodas,Fouet Spirituel,2,0,0,false,L’Osamodas est proche de son Gobgob au point de pouvoir fusionner avec : il bénéficie alors du Sang de Dragon qui coule dans ses veines et qui augmente considérablement sa puissance !,spécialité,https://static.ankama.com/wakfu/portal/game/spell/726.png
5f048b7d96cc93cdf2af4d3f,osamodas,Synergie Animale,2,0,0,0 - 5,"Fouet Spirituel permet de renvoyer la créature invoquer dans le gobgob. Si l'Osamodas se lance ce sort sur lui, cela lui permet d'annuler tous les bonus entretenus et de recouvrer son niveau de Dressage initial. ",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5449.png
5f048b7d96cc93cdf2af4d40,osamodas,"Bénédiction d'Osamodas",2,0,0,0 - 5,"Fouet Spirituel permet de renvoyer la créature invoquer dans le gobgob. Si l'Osamodas se lance ce sort sur lui, cela lui permet d'annuler tous les bonus entretenus et de recouvrer son niveau de Dressage initial. ",spécialité,https://static.ankama.com/wakfu/portal/game/spell/1756.png
5f048b7e96cc93cdf2af4d41,osamodas,Force Draconique,0,0,0,false,"Osamodas accorde sa bénédiction en gratifiant ses fidèles d'un bonus de contrôle. En Dragon, ce bonus prend également la forme d'une augmentation des dégâts finaux.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/725.png
5f048b7f96cc93cdf2af4d42,osamodas,Esprit du Phénix,2,0,true,1 - 3,"La Synergie Animale donne à l'Osamodas une possibilité de placement très facile pour son invocation. Lancé dans le vide, il permet de la téléporter ou alors lancé sur elle, d'échanger de position avec.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5465.png
5f048b8796cc93cdf2af4d43,enutrof,Purge,2,0,0,3 - 8,"Purge permet d'attaquer à très longue distance de l'Enutrof. Simple, efficace, presque personne ne pourra vous échapper.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2032.png
5f048b8896cc93cdf2af4d44,enutrof,Fusion,2,0,0,1 - 2,"L'Enutrof enflamme un Kama dans sa main et inflige des dommages de feu en ligne.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2018.png
5f048b8996cc93cdf2af4d45,enutrof,Météore,3,0,0,1 - 3,"L'Enutrof fait tomber une roche incandescente sur la cible ! Sa zone d'effet change selon si le sort est lancé en ligne ou en diagonale.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2019.png
5f048b8b96cc93cdf2af4d46,enutrof,Braise,4,0,0,2 - 4,"L’Enutrof jette des braises brûlantes tout autour de la case qu'il cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2021.png
5f048b8e96cc93cdf2af4d47,enutrof,Coup de Grisou,2,0,true,1 - 4,"Coup de Grisou permet à l'Enutrof de récupérer un Gisement, en le déplaçant depuis la case ciblée jusque sous l'Enutrof. En lançant le sort sur une cible, cette cible infligera des dégâts autour d'elle à la fin de son tour.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2037.png
5f048b9396cc93cdf2af4d48,enutrof,Coulée de Lave,6,0,true,1 - 2,"L’Enutrof invoque une coulée de lave en fusion. S'il possède un Trésor, il le consomme pour aveugler les cibles touchées par la zone d'effet du sort.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2022.png
5f048b9696cc93cdf2af4d49,enutrof,Filouterie,3,0,0,3 - 5,"Filouterie inflige des dégâts à distance et peut retirer des chances de Coup Critique à la cible, afin d'amoindrir son potentiel offensif.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2015.png
5f048b9796cc93cdf2af4d4a,enutrof,Coupures,3,0,true,2 - 4,Voilà un sort auquel les Enutrofs ne peuvent pas couper ! Coupures occasionne des dégâts beaucoup plus élevés sur les invocations. Parfait pour amadouer les Phorreurs les plus récalcitrants.,élementaire,https://static.ankama.com/wakfu/portal/game/spell/2014.png
5f048b9a96cc93cdf2af4d4b,enutrof,Taxe,4,0,0,2 - 5,"Taxe est un sort craint et redouté de tous, encore plus par les cibles d'un Enutrof possédant un Trésor, car Taxe leur retirera des PM supplémentaires !",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2016.png
5f048b9d96cc93cdf2af4d4c,enutrof,Epuration,5,0,2,3 - 6,"Epuration permet à l'Enutrof d'infliger de lourds dégâts. Si l'Enutrof possède un Trésor, l'état est consommé et inflige une perte de PA à sa cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2017.png
5f048b9e96cc93cdf2af4d4d,enutrof,Pelle du Jugement,2,0,0,1 - 3,"Grâce à sa connaissance du terrain, l'Enutrof provoque un affaissement sous la cible, tout en infligeant des dégâts.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/693.png
5f048b9f96cc93cdf2af4d4e,enutrof,Pelle Tueuse,3,0,0,1 - 4,"Pelle Tueuse permet à l'Enutrof d'infliger quelques dégâts en maniant sa pelle avec agilité. Ses dégâts passent outre l'Armure de la cible, en attaquant directement les points de vie.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2010.png
5f048ba196cc93cdf2af4d4f,enutrof,Roulage de Pelle,4,0,true,1 - 1,"Bien placé, Roulage de Pelle inflige des dommages et permet à l'Enutrof de récupérer un PM sur sa cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2011.png
5f048ba496cc93cdf2af4d50,enutrof,Pelle Mêle,4,0,0,1 - 2,"L’Enutrof profite du désordre ambiant pour infliger quelques dégâts ! S'il possède un Trésor, il le consommera pour voler un montant considérable de vie à sa cible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2012.png
5f048ba696cc93cdf2af4d51,enutrof,Pelle Sismique,5,0,true,1 - 3,"Le sol se fissure devant l'Enutrof, créant une faille béante dévastatrice qui frappe son ennemi ! Si son Phorreur se trouve en ligne avec la cible du sort, une seconde secousse infligera à nouveau des dégâts.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2013.png
5f048ba696cc93cdf2af4d52,enutrof,Excavation,5,0,true,1 - 3,"Le sol se fissure devant l'Enutrof, créant une faille béante dévastatrice qui frappe son ennemi ! Si son Phorreur se trouve en ligne avec la cible du sort, une seconde secousse infligera à nouveau des dégâts.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/6324.png
5f048ba796cc93cdf2af4d53,enutrof,Appel du Compagnon,3,0,0,1 - 4,"L'Enutrof fait appel à son compagnon Phorreur pour fouiller et manipuler le terrain.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/1089.png
5f048ba796cc93cdf2af4d54,enutrof,Dette,3,0,0,1 - 4,"L'Enutrof fait appel à son compagnon Phorreur pour fouiller et manipuler le terrain.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/6325.png
5f048ba896cc93cdf2af4d55,enutrof,Maladresse,2,0,0,1 - 4,"Saperlipopette ! Voilà un sort qui génère des richesses pour l'Enutrof, et de bien des façons... Les cibles touchées par ce sort sont Endettées, et perdent en Résistance Elémentaire. Lancé sur les mêmes cibles au tour suivant, elles seront Fauchées et lâcheront une bourse !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/696.png
5f048ba896cc93cdf2af4d56,enutrof,"Force de l'Âge",2,0,0,1 - 4,"Saperlipopette ! Voilà un sort qui génère des richesses pour l'Enutrof, et de bien des façons... Les cibles touchées par ce sort sont Endettées, et perdent en Résistance Elémentaire. Lancé sur les mêmes cibles au tour suivant, elles seront Fauchées et lâcheront une bourse !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2064.png
5f048ba896cc93cdf2af4d57,enutrof,Richesse Sismique,2,0,true,false,"La sagesse de l'Enutrof lui a permis d'utiliser ses faiblesses à son avantage, et de transformer son Wakfu en mobilité. De quoi faire de vieux os !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2026.png
5f048ba896cc93cdf2af4d58,enutrof,Art de la Prospection,2,0,true,false,"La sagesse de l'Enutrof lui a permis d'utiliser ses faiblesses à son avantage, et de transformer son Wakfu en mobilité. De quoi faire de vieux os !",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2028.png
5f048ba996cc93cdf2af4d59,enutrof,Géologie avancée,0,0,0,false,"Ce passif augmente la Prospection de l'Enutrof, et lui fait commencer le combat avec des Trésors. Il lui permet également de gagner en Esquive afin de se mouvoir plus facilement de Gisement en Gisement.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2009.png
5f048ba996cc93cdf2af4d5a,enutrof,Pas si Vieux,0,0,0,false,"Ce passif augmente la Prospection de l'Enutrof, et lui fait commencer le combat avec des Trésors. Il lui permet également de gagner en Esquive afin de se mouvoir plus facilement de Gisement en Gisement.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2057.png
5f048ba996cc93cdf2af4d5b,enutrof,Côté en bourse,0,0,0,false,"L'Enutrof retrouve un second souffle en combat. Sa vision s'élargit, et il est à nouveau capable de mettre de gros coups de pelles à ceux qui viendraient lui chercher des noises de trop près.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5076.png
5f048baa96cc93cdf2af4d5c,enutrof,Bénédiction Enutrof,0,0,0,false,"L'Enutrof retrouve un second souffle en combat. Sa vision s'élargit, et il est à nouveau capable de mettre de gros coups de pelles à ceux qui viendraient lui chercher des noises de trop près.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2039.png
5f048baa96cc93cdf2af4d5d,enutrof,Volonté Enutrof,0,0,0,false,"Le Dieu Enutrof est généreux... parfois. Ce passif diminue le temps de relance de Richesse Sismique, afin que l'Enutrof puisse profiter en permanence de ses bonus. De plus, il régénère ses points de vie à chaque fois qu'il utilise un sort à PW.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5059.png
5f048baa96cc93cdf2af4d5e,enutrof,Phorzertanker,0,0,0,false,"Le Dieu Enutrof est généreux... parfois. Ce passif diminue le temps de relance de Richesse Sismique, afin que l'Enutrof puisse profiter en permanence de ses bonus. De plus, il régénère ses points de vie à chaque fois qu'il utilise un sort à PW.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5075.png
5f048bab96cc93cdf2af4d5f,enutrof,Simulation,0,0,0,false,"La bête qui sommeille en vous est fatiguée de subir les assauts des adversaires ? Le Phorzertanker donne des bonus défensifs au Phorzerker, et débloque un sort de soutien sur le Phorreur.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/2040.png
5f048bab96cc93cdf2af4d60,enutrof,Intérêts Créditeurs,0,0,0,false,"La bête qui sommeille en vous est fatiguée de subir les assauts des adversaires ? Le Phorzertanker donne des bonus défensifs au Phorzerker, et débloque un sort de soutien sur le Phorreur.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/6326.png
5f048bab96cc93cdf2af4d61,enutrof,Cupidité,0,0,0,false,"Ce passif prête à l'Enutrof les moyens de rembourser ses créanciers en augmentant l'efficacité du sort Dette. Quand une cible endettée meurt, un Gisement d'argent apparait sous la cible et sous son tueur. De plus, Fauché fait tomber deux bourses au lieu d'une.",spécialité,https://static.ankama.com/wakfu/portal/game/spell/5071.png
5f048bbc96cc93cdf2af4d62,sram,Premier Sang,2,0,0,1 - 1,"Tout bon Sram possède une attaque flexible et précise pour appuyer là où ça fait mal. De plus, ce sort est un bon générateur de Point Faible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2423.png
5f048bc196cc93cdf2af4d63,sram,Châtiment,4,0,0,false,"Si vos adversaires ont essayé de vous encercler, vous allez les punir de leur audace, et augmenter les effets des poisons sur eux. Ce sort génère du Point Faible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2424.png
5f048bc796cc93cdf2af4d64,sram,Ouvrir les veines,2,0,0,1 - 1,"Le Sram libère l'Hémorragie de son adversaire afin de se régénérer. Ce sort génère du Point Faible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2422.png
5f048bcb96cc93cdf2af4d65,sram,Saignée Mortelle,3,0,0,1 - 3,"Ce sort est particulièrement efficace pour appliquer de l'Hémorragie sur sa cible tout en générant du Point Faible.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2425.png
5f048bcf96cc93cdf2af4d66,sram,Mise à mort,6,0,0,1 - 1,"Rien de tel qu'un coup de dague bien placé pour achever un adversaire affaibli. Ce sort consomme le Point Faible pour occasionner plus de dégâts et régénérer 1 PW.",élementaire,https://static.ankama.com/wakfu/portal/game/spell/2426.png
5f048bd296cc93cdf2af4d67,sram,Kleptosram,5,0,0,1 - 1,Un bon sort de dégâts permettant de voler un PM tout en générant du Point Faible.,élementaire,https://static.ankama.com/wakfu/portal/game/spell/2418.png
